,tweets,likes,time,sentiment,confidence
253,#nifty #banknifty #sensex #NIFTYFUTURE #BANKNIFTYFUTURE #coronavirus #coronavirusinindia media should also highlighâ€¦ https://t.co/iibJSuFsOL,0,Sun Jun 28 11:01:18 +0000 2020,POSITIVE,0.9140257239341736
254,"#nifty #banknifty #sensex #NIFTYFUTURE #BANKNIFTYFUTURE #nasdaq #dowjones #coronavirus #coronavirusinindia

That'sâ€¦ https://t.co/CqRvqSJw5c",0,Thu Jun 25 02:08:10 +0000 2020,POSITIVE,0.9586989283561707
255,"""The combination of milk and chocolate biscuit"" ðŸ˜‹ is perfect ðŸ‘Œ and my fav â¤ï¸.  I never share with anyoneðŸ˜…....
Captiâ€¦ https://t.co/nIO5ubNBPu",16,Wed Jun 24 07:56:31 +0000 2020,POSITIVE,0.9941545128822327
256,"@narendramodi 

Sir this link I found on news on economic Covid drug. Please do the needful. https://t.co/Fp6KGBbzsS",0,Wed Jun 24 03:26:25 +0000 2020,NEGATIVE,0.820222795009613
257,"I'm still laughing ðŸ˜…ðŸ˜‚ðŸ˜†
Stock prices will soar up for Patanjali..
Nice way to earn some quick bucks via Blind Indianâ€¦ https://t.co/rVEHTk8GS7",0,Wed Jun 24 00:07:15 +0000 2020,NEGATIVE,0.6652953028678894
258,covid-19 impact: Indiaâ€™s per capita income to drop by 5.4% in FY21: Report - The Economic Times - https://t.co/VLdJOSK9of,0,Tue Jun 23 13:43:01 +0000 2020,POSITIVE,0.7369281053543091
259,"And the Market is climbing the wall of worries... Nifty 10,400 ðŸ§—ðŸ»

Initiated long view around 9,800-9,850 amidst Châ€¦ https://t.co/b2DErDD4jG",11,Tue Jun 23 06:41:14 +0000 2020,POSITIVE,0.7269124388694763
260,"'COVID-19 vaccine, not liquidity, a big impetus for Nifty to climb 11K'
I don't think India-China tussle will be aâ€¦ https://t.co/A6OEFQmeVT",1,Sun Jun 21 17:43:11 +0000 2020,NEGATIVE,0.775712251663208
261,"*REAL ESTATE EMERGES MOST PREFERRED INVESTMENT OPTION POST COVID 19*

Read various articles &amp; surveys below:

1. Tiâ€¦ https://t.co/aTA7TcN00K",1,Sat Jun 20 16:07:48 +0000 2020,POSITIVE,0.885516345500946
262,"@TelanganaCMO 1/2Sir,D licence fee for wine shops for COVID-19 lockdown period of 45 days is not exempted even thouâ€¦ https://t.co/rbknSU95oJ",0,Thu Jun 18 09:00:26 +0000 2020,NEGATIVE,0.999790608882904
263,#nifty #banknifty #sensex #NIFTYFUTURE #BANKNIFTYFUTURE #Happiness #coronavirus #coronavirusinindia #depression reaâ€¦ https://t.co/0Mdd2DchWb,1,Wed Jun 17 11:16:34 +0000 2020,POSITIVE,0.9650669693946838
264,"Current Situation of Indian Markets

 ""Market's are subject to Dow Risk, please see Dow futures before investing"" ðŸ˜â€¦ https://t.co/1syyjFYRFT",2,Tue Jun 16 14:58:54 +0000 2020,NEGATIVE,0.9889856576919556
265,"#Covid_19 

â—† #economy
â—† #Poor in Trouble
â—† #recession2020
â—† #earthquake 
â—† #LadakhBorder 
â—† #SushanthSinghRajputâ€¦ https://t.co/MM6G503p5m",0,Tue Jun 16 14:38:38 +0000 2020,NEGATIVE,0.9557044506072998
266,@Rahulkochar_81 @SandeepKrJainTS @iamrakeshbansal @kunalsaraogi @AnilSinghvi_ As informed Monday is the new Day andâ€¦ https://t.co/YE6az7BCek,0,Mon Jun 15 06:36:09 +0000 2020,POSITIVE,0.8345813751220703
267,"It takes CONFIDENCE for Companies to come out with IPO, which they are lacking at this COVID Time.
#IPOâ€¦ https://t.co/Q5asF2b30B",0,Sun Jun 14 04:06:23 +0000 2020,NEGATIVE,0.998621940612793
268,"@EconomicTimes @PChidambaram_IN IIP locked
Covid testing reduced
Stocks banned from short sell

Everything is goodâ€¦ https://t.co/yqP8tMOohQ",0,Sat Jun 13 06:21:42 +0000 2020,POSITIVE,0.5029628276824951
269,"Stocks suffer their worst day since March, with the Dow plunging more than 1,800 points as optimism that reopeningâ€¦ https://t.co/3S0EF6Ny8r",0,Fri Jun 12 01:28:36 +0000 2020,NEGATIVE,0.99932861328125
270,"#nifty #banknifty #sensex #NIFTYFUTURE #BANKNIFTYFUTURE

Yesterday highest cases reported globally till date in a dâ€¦ https://t.co/tCoZDV4jkK",0,Fri Jun 12 01:07:28 +0000 2020,POSITIVE,0.9518108367919922
271,Stocks plunge as coronavirus cases spike â€“ Cramer and four others on what to watch (via @TradingNation)â€¦ https://t.co/dJXhqlHfF3,0,Thu Jun 11 16:28:34 +0000 2020,NEGATIVE,0.996726393699646
272,@piyushchaudhry Even more puzzling - what to do with stocks not yet back to pre covid levels. And what's the covid cut off date?,2,Wed Jun 10 12:45:09 +0000 2020,NEGATIVE,0.99957674741745
273,This why global indices are trading higher and trying to earse much of losses. #Nifty #NiftyBank #DowJonesâ€¦ https://t.co/zdYJk4yQbS,1,Mon Jun 08 19:16:32 +0000 2020,NEGATIVE,0.6797299981117249
274,"ET may not quote me but even I say so
https://t.co/SV385WLL3N",41,Mon Jun 08 15:13:50 +0000 2020,NEGATIVE,0.5495511293411255
275,"Covid-19 crisis over-hyped, India will soon see next bull run: Jhunjhunwala
https://t.co/LEkvap8L8e",0,Mon Jun 08 06:28:48 +0000 2020,NEGATIVE,0.998051643371582
276,Economics &amp; science both say that when something is halted acceleration cannot be immediate .India Suffers.A groupâ€¦ https://t.co/bjVZh9ksr6,4,Sun Jun 07 09:00:43 +0000 2020,NEGATIVE,0.9997872710227966
277,"And few days back people were talking about closing the market to stop #Covid_19 spread ðŸ˜œðŸ˜‚ðŸ˜œðŸ˜‚

Mind that #corona casâ€¦ https://t.co/WKvFeTXUqs",54,Fri Jun 05 10:08:26 +0000 2020,NEGATIVE,0.9990397095680237
278,"#digitaladvertising to #newonlineuser -whose #WFH #fatigue of #digital leaves fewer opportunities to market, sellâ€¦ https://t.co/4mN5qNz4OH",1,Thu Jun 04 14:16:28 +0000 2020,NEGATIVE,0.9996650218963623
279,Real estate is one sector of corporates who have no sympathy from me.. They need to lower their prices to clear theâ€¦ https://t.co/MiR6nngHNK,2,Thu Jun 04 12:15:13 +0000 2020,NEGATIVE,0.9990703463554382
280,"Know ABC of #IndianMarket 

 AC/BC/DC

AC(after Corona) and  BC(before Corona) might not be as fruitful as DC(durinâ€¦ https://t.co/RlgfUqGDZN",0,Wed Jun 03 16:57:57 +0000 2020,NEGATIVE,0.9996547698974609
281,Companies: Many companies reluctant to project Covid hit despite Sebi nudge - The Economic Times https://t.co/Xu3MYrlIlo,0,Wed Jun 03 13:32:44 +0000 2020,NEGATIVE,0.8794499635696411
282,@sanjiv_bhasin sir your call of 10000 Nifty is just a inch short.. When everyone is in fear of market falling.. Youâ€¦ https://t.co/LgfPVBk6wK,14,Tue Jun 02 07:40:04 +0000 2020,NEGATIVE,0.9979520440101624
283,"@BloombergQuint Great going today, shortcovering really hard hit on #putwriter #sgxnifty #sensex markets is lookingâ€¦ https://t.co/gHLWdyuOET",0,Mon Jun 01 16:45:36 +0000 2020,POSITIVE,0.8452486991882324
284,"EquityPandit [SPECIAL]: 12 Stocks To Invest Now To Create Huge Wealth.
This Opportunity Came After 12 Years. 
Grabâ€¦ https://t.co/BDRER7Qafm",0,Mon Jun 01 16:02:19 +0000 2020,NEGATIVE,0.6393370628356934
285,"Is market decaided to live with #Covid-19?

Sensex, Nifty Soar Over 2% Propelled By Gains Across Sectors: 10 Thingsâ€¦ https://t.co/Mi9sUUZxKJ",0,Mon Jun 01 05:12:51 +0000 2020,POSITIVE,0.9976093769073486
286,#coronavirus #DowJones #sgxnifty #StockMarket worldwide corona cases crossed 60.26 Lakhs deaths at 366421 Indian caâ€¦ https://t.co/DGnmaDv1Zn,1,Sat May 30 01:22:09 +0000 2020,NEGATIVE,0.9926713705062866
287,"Unexpected gain by RIL in covid 19  

#Reliance #RelianceJio #stock #StockMarket #stocks #RIL #ril #sharepocket https://t.co/gwP7MPzHqM",0,Thu May 28 13:24:00 +0000 2020,POSITIVE,0.9981570839881897
288,"My tour destinations are Europe and Africa .
ðŸ›³ï¸

#bankman #Bollywood #COVID__19 #Nifty #banknifty #BlackLivesMatters",1,Wed May 27 10:15:19 +0000 2020,POSITIVE,0.9727796912193298
289,"economy: Mega lockdown puts Indiaâ€™s animal spirits to sleep in April.
#Covid_19 #LockdownEffect  https://t.co/WKJ0ZNNak7",1,Wed May 27 05:58:34 +0000 2020,NEGATIVE,0.6238716244697571
290,#Covid_19 #DowJones #SGXNIFTY #marketcrash worldwide corona cases 56.81 Lakhs deaths at 352100 Indian case 150700 nâ€¦ https://t.co/dsx4itRh2a,1,Wed May 27 01:38:19 +0000 2020,POSITIVE,0.9503533244132996
291,#COVID__19 #DowJones #SGXNIFTY #marketcrash Deaths in America crossed 100 thousand cases in India crossed 150000 stâ€¦ https://t.co/Kw0o6m5928,1,Tue May 26 17:40:55 +0000 2020,NEGATIVE,0.8768736124038696
292,"@TheOliveKnife @EconomicTimes Sir, phir wahi baat.20 lac cr ka pckge aaya.
.9550 se 8800 nifty. P-Covid - verticalâ€¦ https://t.co/uzXN9SlXvn",0,Tue May 26 16:12:39 +0000 2020,POSITIVE,0.9875384569168091
293,@Asit56692940 @LICIndiaForever @FinMinIndia @HRDMinistry @NITIAayog @nsitharaman I am sure #LIC will definitely conâ€¦ https://t.co/OQx711U5wP,1,Tue May 26 14:29:30 +0000 2020,POSITIVE,0.9778944253921509
294,Keyboards.. Mouse stocks were absolute 0. They told that because of covid the stick hasnt reached the show room.  Tâ€¦ https://t.co/FhOfxnO4Ub,0,Tue May 26 06:50:37 +0000 2020,NEGATIVE,0.9999957084655762
295,"Participating any such institutional discounts have yielded good returns for investors in the past.
#airtel one ofâ€¦ https://t.co/mL2UkvOEe3",0,Tue May 26 05:29:02 +0000 2020,POSITIVE,0.5580129623413086
296,"The limits are in your own thinking.
Impossible is what you believe cannot be done.
.
.
#investment #WarrenBuffettâ€¦ https://t.co/Q9cgBtJJsl",1,Sun May 24 18:39:48 +0000 2020,POSITIVE,0.7657601833343506
297,Home delivery of liquor will start from tomorrow in odisha with an excess of 50% on MRP. Those extra 50% will be usâ€¦ https://t.co/FrXI0LvFbs,12,Sat May 23 11:52:11 +0000 2020,POSITIVE,0.8000801205635071
298,@saahilsingla @gvkreddi @SEBI_India @NSEIndia @RBI @DasShaktikanta Ha ha ha so he is managing global market as wellâ€¦ https://t.co/OQvpE3xS3e,0,Fri May 22 10:20:10 +0000 2020,POSITIVE,0.9347195625305176
299,"SGX up by 7 points and Dow futures up by 167.
50 lakh cases of total Coronavirus.
3302 Corona death in India.
All eâ€¦ https://t.co/ntsjZRM33q",0,Wed May 20 02:43:18 +0000 2020,NEGATIVE,0.9811564683914185
300,#COVID #DowJonesFutures #SGXNIFTY #RelianceIndustries worldwide corona cases crossed 49.85 Lakhs deaths at 324800 nâ€¦ https://t.co/KIe7H8c2C2,0,Wed May 20 01:09:28 +0000 2020,NEGATIVE,0.7938710451126099
301,"Yesterday Moderna was in news for all good reasons n today this news ,its like pumping n dumping of stock .â€¦ https://t.co/Kw5P5BOrHv",0,Tue May 19 20:31:18 +0000 2020,NEGATIVE,0.9859806299209595
302,"Banking Stocks Bleed As 

FM  said the central government will be empowered to exclude Covid-19 related debt from tâ€¦ https://t.co/rSAG3nrOhm",21,Tue May 19 14:58:46 +0000 2020,NEGATIVE,0.999049961566925
303,#ZOOM#communications#EricYuan#USA#stockmarket#COVID-19#Southwestairlines#Deltaairlines#Unitedairlines#IAGairlines#Lâ€¦ https://t.co/iS1JykSKNp,1,Tue May 19 04:31:04 +0000 2020,POSITIVE,0.9917660355567932
304,"World reacts to statements about COVID 19 medicine found , tested successful etc etc , I would react only the day wâ€¦ https://t.co/Yrcs1rASlk",0,Mon May 18 17:55:55 +0000 2020,NEGATIVE,0.999515175819397
305,@sumeetbagadia The Dow Jones Industrial Average rallied over 850 points on Monday as optimism surrounding Moderna'sâ€¦ https://t.co/8qurKheDoC,1,Mon May 18 17:27:01 +0000 2020,NEGATIVE,0.7443106174468994
306,"https://t.co/m4evtTPCI2
IDK. The FDA has never approved any of this company's RNA drugs. This sounds like a desperaâ€¦ https://t.co/W0vgbanwIy",0,Mon May 18 15:49:35 +0000 2020,NEGATIVE,0.9999841451644897
307,#Covid_19 #Dowfuture #SGXNIFTY #marketcrash whatever I have thought about market was 100% right so far now Dow futuâ€¦ https://t.co/Gwu5SMGolJ,1,Mon May 18 13:54:45 +0000 2020,POSITIVE,0.6622968912124634
308,"Sensex plunged 1,069 points or 3.44 per cent to close at 30,029 points on Monday. Market analysts say the primary râ€¦ https://t.co/jcwlcwbg4D",27,Mon May 18 13:25:17 +0000 2020,NEGATIVE,0.9999328851699829
309,Sensex looses 1000 points - industry &amp; businesses response to Covid Fiscal stimulus package. Mkts lost almost 2000â€¦ https://t.co/78Mq0KvEHT,1,Mon May 18 07:50:21 +0000 2020,NEGATIVE,0.9584253430366516
310,COVID-19 affected financials in lockdown of past seven week effect many industries and even in NIFTY cycles there aâ€¦ https://t.co/lLhS4FUFab,21,Mon May 18 05:50:56 +0000 2020,POSITIVE,0.9840669631958008
311,"@jyoteeshsingh I have been a BJP Supporter for a long time but now, I am Done. This government is now clearly lyingâ€¦ https://t.co/Nlk1wlO76e",3,Mon May 18 04:51:05 +0000 2020,NEGATIVE,0.9993199110031128
312,#COVID__19 #dowfuture #SGXNIFTY #marketcrash I wonâ€™t get confused due to negative trend in SGX nifty while Dow futuâ€¦ https://t.co/SuN8ZieAGq,0,Mon May 18 01:27:59 +0000 2020,NEGATIVE,0.9711361527442932
313,"#StayHomeIndia
Sports will make a strong comeback, but with changes: my Sunday column with https://t.co/slZu3FJfVJâ€¦ https://t.co/SBVyL2KHCx",0,Sun May 17 17:30:59 +0000 2020,NEGATIVE,0.9823130965232849
314,"@narendramodi @PMOIndia @nsitharaman @FinMinIndia only words, it can't change india in a economic super power.â€¦ https://t.co/7LYsq5YqOv",0,Sun May 17 04:21:31 +0000 2020,POSITIVE,0.8640053272247314
315,All levels of nifty stocks shared #coronavirus #Nifty #Banknifty #trading #tradingpsychology #traderlife #learning,0,Sat May 16 14:57:01 +0000 2020,POSITIVE,0.9928597211837769
316,Support zone at 176-173 good area to add if holds and resistance zone at 223-227 if rejected could see selling presâ€¦ https://t.co/nnv73ClZhV,0,Sat May 16 13:02:42 +0000 2020,NEGATIVE,0.9728454351425171
317,"India: Coal mines to be sold, defence will be privatized, soon India might be privatized and corporations will be tâ€¦ https://t.co/DO0WNFXytm",0,Sat May 16 11:36:47 +0000 2020,NEGATIVE,0.9820452332496643
318,#EconomicPackage #nifty #sensex #Covid_19 Hope you are right as usual your sourced information is only useful thingâ€¦ https://t.co/QEHZxesTLH,2,Sat May 16 10:34:29 +0000 2020,NEGATIVE,0.9786329865455627
319,"The days when we saw 7500 on the Nifty may not come again for this Coronavirus fear. Remember, market fears the unkâ€¦ https://t.co/QgQkv2Z71v",82,Fri May 15 07:15:42 +0000 2020,NEGATIVE,0.9999405145645142
320,"@safalniveshak writes about EBITDAC, the new valuation metric companies are using globally to mask off the hit on tâ€¦ https://t.co/wtLfuzk6eI",0,Fri May 15 00:46:42 +0000 2020,POSITIVE,0.7651832699775696
321,"#cmgoa,#goapolice,@goanewshub,@goanewsdotcom 
What is this ? how can you claim that Goa is covid free ? What is theâ€¦ https://t.co/J1LM5Km0nx",0,Thu May 14 08:22:22 +0000 2020,NEGATIVE,0.9997672438621521
322,"#nifty 

NIFTY50 @ 24000*â€¼ï¸

IF Economy Stimulus is any criteria,

SEPTEMBER 2019

2lac Corporate Tax Rate Packageâ€¦ https://t.co/9xINXeKLU3",0,Wed May 13 16:20:08 +0000 2020,POSITIVE,0.8204860091209412
323,"Meanwhile US tech stocks are behaving as if thereâ€™s no Covid, thereâ€™s no lockdown. More power to them.",6,Tue May 12 18:12:54 +0000 2020,NEGATIVE,0.9275546073913574
324,Public sector banks sanction loans worth 6 lakh crore in two months - https://t.co/dx1ccWWRJbâ€¦ https://t.co/kWWIkPBp8t,0,Tue May 12 12:41:04 +0000 2020,NEGATIVE,0.9736737012863159
325,A Tale of Two Laggards Part 1: #StateBankOfIndia made a new low today since the start of the #Covid-19 crisis. Itâ€™sâ€¦ https://t.co/drxSQZrHP4,2,Tue May 12 08:38:24 +0000 2020,NEGATIVE,0.732947587966919
326,"Hi thank you for connecting, 

Say Hi, ill  shall share details of recommended properties.

*Real estate after COROâ€¦ https://t.co/ixnnEm1gBu",1,Mon May 11 03:45:43 +0000 2020,POSITIVE,0.7000244855880737
327,The #EconomicalSlowdown didn't hurt #Nifty. Since the #Covid19 more than 80% of #Stocks are trading below 10 yearsâ€¦ https://t.co/wumnfULgvC,1,Mon May 11 01:40:31 +0000 2020,POSITIVE,0.9238099455833435
328,"The #Covid_19india  graph is increasing.

 The #IndianEconomy  and #Covid_19india  graph are in Inverse Proportion.â€¦ https://t.co/v443HCTdFZ",0,Sun May 10 14:29:29 +0000 2020,POSITIVE,0.6581119298934937
329,Yes investigate all the slums which are grown in numbers put the IAS officers on this task as this is the main causâ€¦ https://t.co/uddbQafx9z,4,Sun May 10 08:14:39 +0000 2020,POSITIVE,0.9903578162193298
330,Break below range can test lower band bullish only close above marked zones #banknifty #Nifty #trading #Indexâ€¦ https://t.co/PdZ2XDqRRd,0,Sat May 09 08:59:29 +0000 2020,NEGATIVE,0.9994232654571533
331,"For more follow
@StockMarket_Ind
@StockMarket_Ind
@StockMarket_Ind
.
.
Read below
.
.
Net profit of SBI Card in theâ€¦ https://t.co/Fe59B2MoFi",0,Sat May 09 08:04:00 +0000 2020,NEGATIVE,0.7255997657775879
332,New AI app helps track food stocks during COVID-19 outbreak https://t.co/8j2hDKfFGZ,7,Thu May 07 11:26:51 +0000 2020,POSITIVE,0.9616402387619019
333,Ubeat data from China today could limit the fall in the nifty. But rise in nifty would not be justifying. All bad nâ€¦ https://t.co/sxOWKCdoCY,0,Thu May 07 03:37:20 +0000 2020,NEGATIVE,0.9999254941940308
334,"This is nifty @Twitter 
https://t.co/2VRLauZPUd",0,Mon May 04 15:40:03 +0000 2020,POSITIVE,0.9469934105873108
335,"#NIFTY Crunch and Erase at least  last week whole Gain, Rising Covid-19 Cases, Lockdown 3.0, and #trump threatens câ€¦ https://t.co/DV1wOhmBLE",2,Mon May 04 10:17:10 +0000 2020,NEGATIVE,0.9986857771873474
336,"Overall Weak Structure For both NIFTY and BankNifty 
#banknifty #DowJonesFutures #Covid_19",0,Mon May 04 04:38:23 +0000 2020,NEGATIVE,0.9999463558197021
337,Berkshire Hathaway sells all airline stocks due to coronavirus  https://t.co/mCIuYxjR4A,0,Sun May 03 11:12:52 +0000 2020,NEGATIVE,0.9996696710586548
338,"Airline stocks fall !! #WarrenBuffett
#sellout
Changed world after covid19 ! 
Jet fuel price fall ; 1/3 of petrol pâ€¦ https://t.co/AYmyATbNR3",1,Sun May 03 11:11:06 +0000 2020,NEGATIVE,0.9931076169013977
339,"Warren Buffet discussed bailouts,coronavirus, and selling airline stocks at Berkshire Hathway's annual meeting. Herâ€¦ https://t.co/TqJkmrGcv9",1,Sun May 03 03:44:04 +0000 2020,NEGATIVE,0.6417526006698608
340,"""Berkshire Hathaway sells all airline stocks due to coronavirus""  https://t.co/A1sBGGoD6X",0,Sun May 03 01:51:12 +0000 2020,NEGATIVE,0.9999287128448486
341,@NileshShah68 Cost of COVID treatment is $50k minimum Berkshire is in insurance business require cash flow to meetâ€¦ https://t.co/xm3CsaDQ6p,0,Sat May 02 14:19:31 +0000 2020,POSITIVE,0.531932532787323
342,"Watch the video from timestamp 2:40 to 5:40

You will find out why the recent #bullish leg on #Nifty was a bear traâ€¦ https://t.co/iue9HUU7mN",3,Sat May 02 08:53:34 +0000 2020,NEGATIVE,0.9998289346694946
343,#dowfutures #SGXNIFTY #COVID__19 #Lockdown3 worldwide corona cases crossed 34 Lakhs deaths at 239600 number is to hâ€¦ https://t.co/q2Xo9KeR7y,0,Sat May 02 03:09:10 +0000 2020,NEGATIVE,0.8451245427131653
344,"US market starts playing game of  Hide and Seek and want to prove the Earth is round.

First played with #tariffsâ€¦ https://t.co/uRVtWFFnFb",0,Fri May 01 18:28:26 +0000 2020,NEGATIVE,0.9054888486862183
345,#Covid_19 is not over and indian share market is showing a V shaped recovery but i hope it wont last long Market wiâ€¦ https://t.co/aXJfah4MXB,0,Fri May 01 17:38:14 +0000 2020,NEGATIVE,0.9935717582702637
346,"https://t.co/44bR62uhf4
Must watch 
#nifty #banknifty #SBICard #sbi #sensex #sharemarket #LabourDay #lockdownâ€¦ https://t.co/b7Bm8qDu9q",1,Fri May 01 16:13:55 +0000 2020,POSITIVE,0.946903645992279
347,#DowJones #SGXNIFTY #COVID__19 SGX nifty trading at 9259 about 600 points below yesterdayâ€™s close Reliance GDR tradâ€¦ https://t.co/7ifqnMQKrt,0,Fri May 01 16:13:11 +0000 2020,POSITIVE,0.8645968437194824
348,@Vishvesh03 Trump &amp; Co planning some retaliation against China for misleading communication about #COVID__19 and poâ€¦ https://t.co/4XNyHkXPvF,27,Fri May 01 07:18:52 +0000 2020,NEGATIVE,0.9987471103668213
349,#Dowfutures #SGXNIFTY #RelianceIndustries #Covid_19india worldwide corona cases 3308000 deaths above 234000 Dow cloâ€¦ https://t.co/dLcH2rgXGB,0,Fri May 01 02:56:40 +0000 2020,NEGATIVE,0.5487883687019348
350,#Dowjones #SGXNIFTY #COVID__19 SGX nifty trading at 9540 about 300 points down from closing it may maintain till Moâ€¦ https://t.co/evWRmHnXgA,0,Thu Apr 30 16:58:33 +0000 2020,NEGATIVE,0.6127246022224426
351,COVID-19 : Slew of positive news coming in next 5-6 days. NIFTY/ BSE sensex reflects the same by continuous surge iâ€¦ https://t.co/JPqmmYrLZG,0,Thu Apr 30 05:04:33 +0000 2020,POSITIVE,0.998050332069397
352,#Sensex #StockMarket #coronavirus #Covid_19india #COVID2019india  it's just doesn't feel right ! feel a disconnectâ€¦ https://t.co/Cw7vZe8rhv,1,Thu Apr 30 04:04:29 +0000 2020,NEGATIVE,0.9999916553497314
353,"Stocks surge on Gileadâ€™s coronavirus drug and Fedâ€™s pledge to keep rates near zero

https://t.co/LAh0n8aGfE",0,Thu Apr 30 02:32:09 +0000 2020,POSITIVE,0.9187960624694824
354,#DowJones #SGXNIFTY #Covid_19india #LockdownExtended worldwide corona cases crossed 3219000 deaths crossed 228000 Dâ€¦ https://t.co/l1rD34dbpt,0,Thu Apr 30 01:35:31 +0000 2020,POSITIVE,0.7799322605133057
355,"Canada based AMC Manulife acquires 49 per cent stake in Mahindra Mutual funds.

@Manulife @anandmahindraâ€¦ https://t.co/SG9UFcjkU1",0,Wed Apr 29 17:11:12 +0000 2020,POSITIVE,0.6179462671279907
356,"TODAY STOCKS TO WATCH

AXIS BANK, IDFC BANK, ATUL

#INTRADAY
#WorkFromHome #COVID #sharemarket #stockselction #trend #followtrend",0,Wed Apr 29 02:59:21 +0000 2020,POSITIVE,0.9906964302062988
357,"Judging an economy by the stock market is like judging someoneâ€™s life by their Instagram photos.

#tuesdayvibesâ€¦ https://t.co/Quk5TIIdV9",4,Tue Apr 28 08:11:54 +0000 2020,NEGATIVE,0.9724301099777222
358,The Covid 19 outbreak is also a time to recognise that everyone who though FCI was a white elephant has been provenâ€¦ https://t.co/lzbp8cWuDe,1,Tue Apr 28 07:41:23 +0000 2020,NEGATIVE,0.9969678521156311
359,"Big news

Axis Bank to acquire a 29% stake in Max Life Insurance

#StockMarket #sensex #Corona #coronavirusâ€¦ https://t.co/O7pofuiLro",0,Tue Apr 28 07:37:39 +0000 2020,NEGATIVE,0.9596278667449951
360,Raghuram Rajan | Coronavirus: Raghuram Rajan's 3-point plan to get India out of the coronavirus grip - The Economicâ€¦ https://t.co/XRENupgFjv,1,Tue Apr 28 07:20:30 +0000 2020,POSITIVE,0.9888483285903931
361,The Covid 19 outbreak is also a time to recognise that everyone who though FCI was a white elephant has been provenâ€¦ https://t.co/KNDdLbbr0D,36,Tue Apr 28 03:52:46 +0000 2020,NEGATIVE,0.9976477026939392
362,"Underwater  high speed train 
By https://t.co/PSukjwlgc5 

 https://t.co/TmDsG5Yzfq 

#coronavirus #lockdownâ€¦ https://t.co/k097mEWbau",0,Mon Apr 27 23:39:17 +0000 2020,POSITIVE,0.8850637674331665
363,Raghuram Rajan | Coronavirus: Raghuram Rajan's 3-point plan to get India out of the coronavirus grip - The Economicâ€¦ https://t.co/afodOkWYZY,0,Mon Apr 27 13:00:05 +0000 2020,POSITIVE,0.9829913973808289
364,"*Big News* 

RBI Announces Special liquidity facility of 50,000 Cr for Mutual Funds.

#mutualfunds #StockMarketâ€¦ https://t.co/0uE5jKMyns",0,Mon Apr 27 04:52:57 +0000 2020,POSITIVE,0.9421733021736145
365,#dowjones #SGXNIFTY #OilMarketCrash #Covid_19 worldwide corona cases crossed 2993000 deaths 206900 curve is flattenâ€¦ https://t.co/qc8PTwtltw,0,Mon Apr 27 01:42:40 +0000 2020,NEGATIVE,0.8479655981063843
366,Power of Investing.#investing #compounding #StockMarket #coronavirus https://t.co/ynK8bn0b3G,1,Sat Apr 25 18:20:19 +0000 2020,POSITIVE,0.9983148574829102
367,"Shops in Residential area's allowed toâž¡ open from today. 
Update by â¬â¬
https://t.co/sRgk0RcyGT 

#india #Covid_19â€¦ https://t.co/EGwU8uAs7X",0,Sat Apr 25 08:44:28 +0000 2020,NEGATIVE,0.9802303910255432
368,#DowJones #sgxnifty #Covid_19 worldwide corona cases crossed 2830000 deaths crossed 197200 huge jump Dow closed 260â€¦ https://t.co/Ow16ApCP0F,0,Sat Apr 25 02:46:43 +0000 2020,POSITIVE,0.8533909916877747
369,"@zoom_us 
Buy this share Target is big 
In nasdaq exchange today this stock breaked it's 52weak high
#forex #NASDAQâ€¦ https://t.co/ZGFM3dZ9NT",2,Fri Apr 24 17:33:04 +0000 2020,NEGATIVE,0.9998418092727661
370,"Trending since last 40 days .
Covid
Sensex
Unemployment
Ventilator
Economy

AND

Economists, epidemiologists and biâ€¦ https://t.co/1UQ647ohZ4",1,Thu Apr 23 12:19:08 +0000 2020,POSITIVE,0.7142933011054993
371,"The #Corona effect ðŸ¤·ðŸ»â€â™‚ï¸
#coronaupdatesindia 
#Facebook invests in #RelianceJio ðŸ˜·. 
#StockMarketâ€¦ https://t.co/W8ck5Jsyxp",0,Thu Apr 23 05:46:12 +0000 2020,NEGATIVE,0.6754628419876099
372,"Closing Bell: Nifty ends near 9,200, Sensex gains 742 pts; RIL jumps 10% on Facebook deal @moneycontrolcomâ€¦ https://t.co/q58Rp7ty0n",0,Wed Apr 22 10:20:08 +0000 2020,POSITIVE,0.6136581897735596
373,The stocks available with the Food Corporation of India are significantly above the buffer requirements. Universaliâ€¦ https://t.co/dCA9wuyA1s,0,Tue Apr 21 13:46:48 +0000 2020,POSITIVE,0.9081088900566101
374,The Govtâ€™s relief came late &amp; is inadequate. Even much of that has not reached ppl. Economists&amp; right-based campaigâ€¦ https://t.co/KNPQ0XptlE,0,Tue Apr 21 11:16:12 +0000 2020,NEGATIVE,0.9997472167015076
375,"Everyone knows that the country has large food stocks, and that some of this could be used to protect people from hâ€¦ https://t.co/aoPqhESesk",0,Tue Apr 21 10:11:14 +0000 2020,NEGATIVE,0.8420161008834839
376,The stocks available with the Food Corporation of India are significantly above the buffer requirements. Universaliâ€¦ https://t.co/3qCPvuBoXX,0,Tue Apr 21 09:34:55 +0000 2020,POSITIVE,0.919510006904602
377,Good start for the week.cloaing the day early as markets are too much volatile.16K https://t.co/pd15JNyIKj is beautâ€¦ https://t.co/ZhIKThfLI3,2,Mon Apr 20 08:11:25 +0000 2020,POSITIVE,0.9347882270812988
